event_id,video_filename,track_id_combination,bee_a_detection_ids,bee_b_detection_ids,timestamps,frame_ids,cam_id,human_decidable_interaction,trophallaxis_observed,bee_a_is_donor,trophallaxis_start_frame_nr,trophallaxis_end_frame_nr,comments
ec2d87af-b949-4d94-b69a-a0385e128181,ec2d87af-b949-4d94-b69a-a0385e128181.mp4,"('c0145862-f973-4c2e-89e7-d575293903de', '8b864035-3832-49f4-a39f-342fcae7d0aa')","['f15128459569459300913d52c0', 'f14540479613819198399d54c0', 'f12191470576770055161d54c0', 'f18222764696813082871d52c0', 'f13659572352739180719d54c0', 'f12837853219952628028d53c0', 'f9408590850750131651d54c0', 'f16293799200665273929d54c0', 'f15270542699468056461d54c0', 'f14261440780082783960d53c0']","['f15128459569459300913d58c0', 'f14540479613819198399d61c0', 'f12191470576770055161d58c0', 'f18222764696813082871d55c0', 'f13659572352739180719d58c0', 'f12837853219952628028d56c0', 'f9408590850750131651d56c0', 'f16293799200665273929d56c0', 'f15270542699468056461d57c0', 'f14261440780082783960d58c0']","[1468932376.355175, 1468932376.687267, 1468932377.019624, 1468932377.351764, 1468932377.685355, 1468932378.016321, 1468932378.348304, 1468932378.680877, 1468932379.012744, 1468932379.345728]","['15128459569459300913', '14540479613819198399', '12191470576770055161', '18222764696813082871', '13659572352739180719', '12837853219952628028', '9408590850750131651', '16293799200665273929', '15270542699468056461', '14261440780082783960']",0,y,n,,,,
a35f6b96-de9e-4afd-9e9b-ecb002fd465b,a35f6b96-de9e-4afd-9e9b-ecb002fd465b.mp4,"('c0145862-f973-4c2e-89e7-d575293903de', '9d041dbb-c7a5-4242-9927-c633a9f8f449')","['f14876815152870181905d46c0', 'f14773614857476957287d45c0', 'f11278508272071534013d43c0', 'f18294188441081268258d45c0', 'f11495951986560866155d46c0', 'f10329006422602032453d45c0', 'f18125781271416012418d47c0', 'f17465012661699619037d46c0', 'f15087140180719576023d45c0', 'f16315863992423118345d47c0']","['f14876815152870181905d51c0', 'f14773614857476957287d49c0', 'f11278508272071534013d49c0', 'f18294188441081268258d51c0', 'f11495951986560866155d52c0', 'f10329006422602032453d50c0', 'f18125781271416012418d51c0', 'f17465012661699619037d51c0', 'f15087140180719576023d50c0', 'f16315863992423118345d51c0']","[1468932090.325278, 1468932090.657646, 1468932090.990012, 1468932091.322268, 1468932091.654257, 1468932091.986676, 1468932092.318552, 1468932092.650904, 1468932092.983158, 1468932093.315219]","['14876815152870181905', '14773614857476957287', '11278508272071534013', '18294188441081268258', '11495951986560866155', '10329006422602032453', '18125781271416012418', '17465012661699619037', '15087140180719576023', '16315863992423118345']",0,y,n,,,,
07c41aaf-b0a4-4ebe-bea5-7a2b8b0d8abe,07c41aaf-b0a4-4ebe-bea5-7a2b8b0d8abe.mp4,"('c0145862-f973-4c2e-89e7-d575293903de', '8a63b61b-aa88-47c8-86c5-543ac23179bb')","['f17415970360019759270d87c0', 'f13237837195513715157d86c0', 'f12687505124899700147d89c0', 'f11374337771380831370d89c0', 'f17968867340344387954d89c0', 'f15526179080406823486d91c0', 'f10822854248470777602d91c0', 'f16479245160553698314d96c0', 'f12760931106853077838d95c0', 'f12025622507802479001d93c0', 'f10565695684826700653d95c0', 'f13075869722470815892d94c0', 'f10139505664658003799d92c0', 'f18124124977016233023d90c0']","['f17415970360019759270d103c0', 'f13237837195513715157d101c0', 'f12687505124899700147d101c0', 'f11374337771380831370d102c0', 'f17968867340344387954d102c0', 'f15526179080406823486d102c0', 'f10822854248470777602d105c0', 'f16479245160553698314d107c0', 'f12760931106853077838d106c0', 'f12025622507802479001d108c0', 'f10565695684826700653d112c0', 'f13075869722470815892d110c0', 'f10139505664658003799d107c0', 'f18124124977016233023d103c0']","[1468932435.489056, 1468932435.820185, 1468932436.152223, 1468932436.484482, 1468932436.816884, 1468932437.148875, 1468932437.481669, 1468932437.813572, 1468932438.145887, 1468932438.478094, 1468932438.809957, 1468932439.142484, 1468932439.474119, 1468932439.806796]","['17415970360019759270', '13237837195513715157', '12687505124899700147', '11374337771380831370', '17968867340344387954', '15526179080406823486', '10822854248470777602', '16479245160553698314', '12760931106853077838', '12025622507802479001', '10565695684826700653', '13075869722470815892', '10139505664658003799', '18124124977016233023']",0,y,n,,,,
0d624210-0d21-4bdc-90f9-42a359fb4ac0,0d624210-0d21-4bdc-90f9-42a359fb4ac0.mp4,"('c0145862-f973-4c2e-89e7-d575293903de', 'a287062c-b9a5-4217-8091-8ade8c3048c1')","['f13423176648755605032d42c0', 'f11296444617985551059d44c0', 'f15458985547221489955d45c0', 'f13191672923251074774d46c0', 'f11584016523305982339d43c0', 'f15571721670870342046d42c0', 'f11310494375288698732d41c0', 'f17737428106452651970d40c0', 'f14384199412738690856d42c0']","['f13423176648755605032d35c0', 'f11296444617985551059d37c0', 'f15458985547221489955d40c0', 'f13191672923251074774d40c0', 'f11584016523305982339d37c0', 'f15571721670870342046d38c0', 'f11310494375288698732d38c0', 'f17737428106452651970d35c0', 'f14384199412738690856d37c0']","[1468932149.790574, 1468932150.122818, 1468932150.454803, 1468932150.787236, 1468932151.11923, 1468932151.451533, 1468932151.783711, 1468932152.115699, 1468932152.448067]","['13423176648755605032', '11296444617985551059', '15458985547221489955', '13191672923251074774', '11584016523305982339', '15571721670870342046', '11310494375288698732', '17737428106452651970', '14384199412738690856']",0,y,n,,,,
a6ecc205-47d5-4d2e-82d4-a5081b40c32e,a6ecc205-47d5-4d2e-82d4-a5081b40c32e.mp4,"('7ee5ea3d-c4b5-4221-af03-d09d47f50386', '5320daf2-c883-4e5d-821a-771e925f8267')","['f16523045189133807366d93c0', 'f12928707312233194263d93c0', 'f11500205199472884391d95c0', 'f14905407613911266556d98c0', 'f13550204825514901652d98c0', 'f13297025357094066557d96c0', 'f17796826059299358837d97c0', 'f14798639232629388369d96c0']","['f16523045189133807366d97c0', 'f12928707312233194263d96c0', 'f11500205199472884391d99c0', 'f14905407613911266556d101c0', 'f13550204825514901652d101c0', 'f13297025357094066557d101c0', 'f17796826059299358837d101c0', 'f14798639232629388369d100c0']","[1468934218.43851, 1468934218.770718, 1468934219.10341, 1468934219.434913, 1468934219.767225, 1468934220.099553, 1468934220.433012, 1468934220.76428]","['16523045189133807366', '12928707312233194263', '11500205199472884391', '14905407613911266556', '13550204825514901652', '13297025357094066557', '17796826059299358837', '14798639232629388369']",0,y,n,,,,
f1d8b1fc-da4d-41a3-bc6f-e148472aedbf,f1d8b1fc-da4d-41a3-bc6f-e148472aedbf.mp4,"('6f95cb75-a98e-4413-8f88-910bd91f0426', '72c5f98b-c345-4a21-94f9-421db7a429d3')","['f12003647367016082975d13c0', 'f9365123041843640269d13c0', 'f10444026783786891661d12c0', 'f14165798964842102460d13c0', 'f10591481371870732830d12c0', 'f13668625823815956692d11c0', 'f12793612577347865089d11c0', 'f17694601773297988112d11c0', 'f11823494646963246411d11c0', 'f14059685994930422336d12c0']","['f12003647367016082975d15c0', 'f9365123041843640269d15c0', 'f10444026783786891661d14c0', 'f14165798964842102460d14c0', 'f10591481371870732830d13c0', 'f13668625823815956692d12c0', 'f12793612577347865089d13c0', 'f17694601773297988112d13c0', 'f11823494646963246411d14c0', 'f14059685994930422336d15c0']","[1468934440.684299, 1468934441.01655, 1468934441.34853, 1468934441.680997, 1468934442.013329, 1468934442.345276, 1468934442.677786, 1468934443.009905, 1468934443.341791, 1468934443.673966]","['12003647367016082975', '9365123041843640269', '10444026783786891661', '14165798964842102460', '10591481371870732830', '13668625823815956692', '12793612577347865089', '17694601773297988112', '11823494646963246411', '14059685994930422336']",0,y,n,,,,
84205d33-2be6-445b-879b-cfe10ee84111,84205d33-2be6-445b-879b-cfe10ee84111.mp4,"('da6b93c2-aae2-4e08-ab28-d2904a62939b', 'c31bcb55-3683-42ca-8701-4449ee371604')","['f13596787738768508192d55c0', 'f17333348119305205333d57c0', 'f12800300879799280238d55c0', 'f14184233986181732709d55c0', 'f11227638655558882631d55c0', 'f10941961505139118352d55c0', 'f11015675494571657439d54c0', 'f10233331433695054392d56c0', 'f11997494111271260417d57c0', 'f13406132624914225028d58c0', 'f9832741491607032361d58c0', 'f13393769405259409659d57c0']","['f13596787738768508192d66c0', 'f17333348119305205333d64c0', 'f12800300879799280238d63c0', 'f14184233986181732709d64c0', 'f11227638655558882631d61c0', 'f10941961505139118352d61c0', 'f11015675494571657439d60c0', 'f10233331433695054392d64c0', 'f11997494111271260417d65c0', 'f13406132624914225028d64c0', 'f9832741491607032361d64c0', 'f13393769405259409659d64c0']","[1468932176.699245, 1468932177.031227, 1468932177.36363, 1468932177.695605, 1468932178.028195, 1468932178.359992, 1468932178.69219, 1468932179.024805, 1468932179.356951, 1468932179.689262, 1468932180.022251, 1468932180.353416]","['13596787738768508192', '17333348119305205333', '12800300879799280238', '14184233986181732709', '11227638655558882631', '10941961505139118352', '11015675494571657439', '10233331433695054392', '11997494111271260417', '13406132624914225028', '9832741491607032361', '13393769405259409659']",0,y,n,,,,
5da02a77-4e0f-4fd7-ab7d-e6b8434573cf,5da02a77-4e0f-4fd7-ab7d-e6b8434573cf.mp4,"('da6b93c2-aae2-4e08-ab28-d2904a62939b', 'cb3348a9-f384-4ac9-9eb0-aa10a3124bb7')","['f16519034393531284191d99c0', 'f15385624475559215642d97c0', 'f12887571046624658953d98c0', 'f16774619534706572820d100c0', 'f18209599765213312047d98c0', 'f10273662352120174287d100c0', 'f15986084829468200843d97c0', 'f11024601796049368865d99c0', 'f17977871676120985442d100c0', 'f15788121513796909250d98c0', 'f14192253457196377653d98c0', 'f13430048408451866901d98c0', 'f14160468515712024057d99c0', 'f12369850309685671447d100c0', 'f15382712064086577363d98c0', 'f17150485188090179255d98c0', 'f18226807870632783206d95c0', 'f12786002933992523537d96c0', 'f13743554933846759839d97c0', 'f9602860699716743352d98c0', 'f13267992550588656435d98c0', 'f16480781513767862557d94c0', 'f18291027152693245998d94c0', 'f12541327249191797764d94c0', 'f11942541918698703120d91c0', 'f14232848927584229738d91c0', 'f10025284134447605203d91c0', 'f9771928083051218255d97c0', 'f10396290523375789553d92c0', 'f17252542622488714400d94c0', 'f17110903774584070036d96c0', 'f11044263893750117597d94c0', 'f14631711613720618678d93c0', 'f15916099150337104171d93c0', 'f16715602327018660458d93c0', 'f17754087649224506448d91c0', 'f9919883678333320812d91c0', 'f14769900489225339667d88c0', 'f10897057651372138494d88c0', 'f12303746840546812412d91c0', 'f15222417112570733601d91c0', 'f17174377096943527397d93c0', 'f12160662643621109805d97c0', 'f18343343329151172790d96c0', 'f13251817756647769963d96c0', 'f9838114830042546316d96c0', 'f11119077433733400581d93c0', 'f17113227951348470244d94c0', 'f13229711150606207411d97c0', 'f9809045383261125116d95c0', 'f10972109446896841349d95c0', 'f15123231528941257605d96c0', 'f18138652922910471426d96c0', 'f10544320603480651840d92c0', 'f11503410485024914680d94c0', 'f14459325708690925642d95c0', 'f13029295038922411581d97c0', 'f9600250917607430680d97c0', 'f12245390842106387275d98c0', 'f12977836489159789698d99c0', 'f10492739154773788779d99c0', 'f13869091441205743012d97c0', 'f12565938645265536066d97c0', 'f11249884497231144486d94c0', 'f13543916778992811600d96c0', 'f16868471475068882546d98c0', 'f9867086953531959064d96c0', 'f12763136999234232994d94c0', 'f11332382078616310442d95c0', 'f15544593043772956771d96c0', 'f13425631120943638855d97c0', 'f15789151027099278294d95c0', 'f12457175126209739728d94c0', 'f9954847268737021454d93c0', 'f16912279274916367797d98c0']","['f16519034393531284191d107c0', 'f15385624475559215642d106c0', 'f12887571046624658953d107c0', 'f16774619534706572820d107c0', 'f18209599765213312047d107c0', 'f10273662352120174287d105c0', 'f15986084829468200843d101c0', 'f11024601796049368865d101c0', 'f17977871676120985442d103c0', 'f15788121513796909250d100c0', 'f14192253457196377653d100c0', 'f13430048408451866901d100c0', 'f14160468515712024057d102c0', 'f12369850309685671447d99c0', 'f15382712064086577363d99c0', 'f17150485188090179255d99c0', 'f18226807870632783206d97c0', 'f12786002933992523537d98c0', 'f13743554933846759839d99c0', 'f9602860699716743352d99c0', 'f13267992550588656435d100c0', 'f16480781513767862557d98c0', 'f18291027152693245998d99c0', 'f12541327249191797764d96c0', 'f11942541918698703120d93c0', 'f14232848927584229738d93c0', 'f10025284134447605203d92c0', 'f9771928083051218255d98c0', 'f10396290523375789553d94c0', 'f17252542622488714400d97c0', 'f17110903774584070036d97c0', 'f11044263893750117597d97c0', 'f14631711613720618678d96c0', 'f15916099150337104171d95c0', 'f16715602327018660458d95c0', 'f17754087649224506448d93c0', 'f9919883678333320812d92c0', 'f14769900489225339667d92c0', 'f10897057651372138494d91c0', 'f12303746840546812412d93c0', 'f15222417112570733601d95c0', 'f17174377096943527397d96c0', 'f12160662643621109805d98c0', 'f18343343329151172790d95c0', 'f13251817756647769963d95c0', 'f9838114830042546316d95c0', 'f11119077433733400581d94c0', 'f17113227951348470244d96c0', 'f13229711150606207411d96c0', 'f9809045383261125116d98c0', 'f10972109446896841349d98c0', 'f15123231528941257605d99c0', 'f18138652922910471426d99c0', 'f10544320603480651840d96c0', 'f11503410485024914680d99c0', 'f14459325708690925642d101c0', 'f13029295038922411581d103c0', 'f9600250917607430680d105c0', 'f12245390842106387275d103c0', 'f12977836489159789698d104c0', 'f10492739154773788779d103c0', 'f13869091441205743012d103c0', 'f12565938645265536066d100c0', 'f11249884497231144486d98c0', 'f13543916778992811600d100c0', 'f16868471475068882546d102c0', 'f9867086953531959064d100c0', 'f12763136999234232994d98c0', 'f11332382078616310442d100c0', 'f15544593043772956771d98c0', 'f13425631120943638855d100c0', 'f15789151027099278294d99c0', 'f12457175126209739728d98c0', 'f9954847268737021454d97c0', 'f16912279274916367797d99c0']","[1468932208.591117, 1468932208.92323, 1468932209.255383, 1468932209.587495, 1468932209.919927, 1468932210.252217, 1468932210.584153, 1468932210.916356, 1468932211.248482, 1468932211.580814, 1468932211.912922, 1468932212.245168, 1468932212.577244, 1468932212.909481, 1468932213.24196, 1468932213.573993, 1468932213.906089, 1468932214.238337, 1468932214.570589, 1468932214.903049, 1468932215.234941, 1468932215.566991, 1468932215.899554, 1468932216.231466, 1468932216.564031, 1468932216.896033, 1468932217.228127, 1468932217.560591, 1468932217.892718, 1468932218.224694, 1468932218.559611, 1468932218.889438, 1468932219.221825, 1468932219.553671, 1468932219.885777, 1468932220.218088, 1468932220.550167, 1468932220.882764, 1468932221.214717, 1468932221.547059, 1468932221.879663, 1468932222.211643, 1468932222.545175, 1468932222.875909, 1468932223.208098, 1468932223.540518, 1468932223.872309, 1468932224.204802, 1468932224.536605, 1468932224.869046, 1468932225.201236, 1468932225.533844, 1468932225.865743, 1468932226.19773, 1468932226.529811, 1468932226.862171, 1468932227.19454, 1468932227.526821, 1468932227.858908, 1468932228.191208, 1468932228.523562, 1468932228.85544, 1468932229.187803, 1468932229.51978, 1468932229.852284, 1468932230.184626, 1468932230.516598, 1468932230.848769, 1468932231.180795, 1468932231.513344, 1468932231.845524, 1468932232.177757, 1468932232.509502, 1468932232.841856, 1468932233.174218]","['16519034393531284191', '15385624475559215642', '12887571046624658953', '16774619534706572820', '18209599765213312047', '10273662352120174287', '15986084829468200843', '11024601796049368865', '17977871676120985442', '15788121513796909250', '14192253457196377653', '13430048408451866901', '14160468515712024057', '12369850309685671447', '15382712064086577363', '17150485188090179255', '18226807870632783206', '12786002933992523537', '13743554933846759839', '9602860699716743352', '13267992550588656435', '16480781513767862557', '18291027152693245998', '12541327249191797764', '11942541918698703120', '14232848927584229738', '10025284134447605203', '9771928083051218255', '10396290523375789553', '17252542622488714400', '17110903774584070036', '11044263893750117597', '14631711613720618678', '15916099150337104171', '16715602327018660458', '17754087649224506448', '9919883678333320812', '14769900489225339667', '10897057651372138494', '12303746840546812412', '15222417112570733601', '17174377096943527397', '12160662643621109805', '18343343329151172790', '13251817756647769963', '9838114830042546316', '11119077433733400581', '17113227951348470244', '13229711150606207411', '9809045383261125116', '10972109446896841349', '15123231528941257605', '18138652922910471426', '10544320603480651840', '11503410485024914680', '14459325708690925642', '13029295038922411581', '9600250917607430680', '12245390842106387275', '12977836489159789698', '10492739154773788779', '13869091441205743012', '12565938645265536066', '11249884497231144486', '13543916778992811600', '16868471475068882546', '9867086953531959064', '12763136999234232994', '11332382078616310442', '15544593043772956771', '13425631120943638855', '15789151027099278294', '12457175126209739728', '9954847268737021454', '16912279274916367797']",0,y,n,,,,
2e66690b-4f0f-47f1-86d0-b14a3e721bbd,2e66690b-4f0f-47f1-86d0-b14a3e721bbd.mp4,"('da6b93c2-aae2-4e08-ab28-d2904a62939b', 'fe212d37-21a8-4abd-bea4-a6e3543b5d53')","['f17882853305232576940d95c0', 'f17668777964363345841d93c0', 'f17407147848895873457d94c0', 'f13372167704727050701d95c0', 'f13034177011510968441d96c0', 'f16519034393531284191d99c0', 'f15385624475559215642d97c0', 'f12887571046624658953d98c0', 'f16774619534706572820d100c0']","['f17882853305232576940d110c0', 'f17668777964363345841d106c0', 'f17407147848895873457d107c0', 'f13372167704727050701d108c0', 'f13034177011510968441d112c0', 'f16519034393531284191d115c0', 'f15385624475559215642d114c0', 'f12887571046624658953d114c0', 'f16774619534706572820d113c0']","[1468932206.92994, 1468932207.262195, 1468932207.593965, 1468932207.926563, 1468932208.258701, 1468932208.591117, 1468932208.92323, 1468932209.255383, 1468932209.587495]","['17882853305232576940', '17668777964363345841', '17407147848895873457', '13372167704727050701', '13034177011510968441', '16519034393531284191', '15385624475559215642', '12887571046624658953', '16774619534706572820']",0,y,n,,,,
838568c2-be06-4615-b4df-2d4431d9ac02,838568c2-be06-4615-b4df-2d4431d9ac02.mp4,"('da6b93c2-aae2-4e08-ab28-d2904a62939b', 'd43f85af-efb7-4163-86c2-fc24fddb6576')","['f14701167687779721879d89c0', 'f13420959801029945413d87c0', 'f16078705079791895196d92c0', 'f16747014930929370576d89c0', 'f14497872392176103553d88c0', 'f16401870242096895851d86c0', 'f13441499838266238907d87c0', 'f15672061608354767379d86c0', 'f13633342951804823008d84c0', 'f9387332041034738764d83c0', 'f14101216192357470594d78c0']","['f14701167687779721879d76c0', 'f13420959801029945413d76c0', 'f16078705079791895196d78c0', 'f16747014930929370576d77c0', 'f14497872392176103553d79c0', 'f16401870242096895851d78c0', 'f13441499838266238907d79c0', 'f15672061608354767379d78c0', 'f13633342951804823008d77c0', 'f9387332041034738764d75c0', 'f14101216192357470594d72c0']","[1468932104.610357, 1468932104.94255, 1468932105.274737, 1468932105.606827, 1468932105.939212, 1468932106.271405, 1468932106.603304, 1468932106.935622, 1468932107.268064, 1468932107.600252, 1468932107.932376]","['14701167687779721879', '13420959801029945413', '16078705079791895196', '16747014930929370576', '14497872392176103553', '16401870242096895851', '13441499838266238907', '15672061608354767379', '13633342951804823008', '9387332041034738764', '14101216192357470594']",0,y,n,,,,
87efe71e-3c8c-4493-9e4f-6b9182eed56f,87efe71e-3c8c-4493-9e4f-6b9182eed56f.mp4,"('da6b93c2-aae2-4e08-ab28-d2904a62939b', '7fc6e37f-bcae-43b9-ba12-5c8707292547')","['f16435611339429794799d45c0', 'f16481537883940207050d48c0', 'f18094845717036613009d46c0', 'f9313549329827056473d44c0', 'f11835438448956239785d44c0', 'f12424891046903886717d44c0', 'f14603462257118628079d44c0', 'f17234896366384066014d43c0', 'f11864880453727915534d43c0']","['f16435611339429794799d42c0', 'f16481537883940207050d40c0', 'f18094845717036613009d37c0', 'f9313549329827056473d35c0', 'f11835438448956239785d38c0', 'f12424891046903886717d38c0', 'f14603462257118628079d39c0', 'f17234896366384066014d41c0', 'f11864880453727915534d42c0']","[1468932132.18339, 1468932132.515757, 1468932132.85024, 1468932133.179856, 1468932133.512584, 1468932133.844602, 1468932134.176626, 1468932134.508939, 1468932134.840952]","['16435611339429794799', '16481537883940207050', '18094845717036613009', '9313549329827056473', '11835438448956239785', '12424891046903886717', '14603462257118628079', '17234896366384066014', '11864880453727915534']",0,y,n,,,,
794c9924-e8f6-43bd-9669-45cf51ce63c8,794c9924-e8f6-43bd-9669-45cf51ce63c8.mp4,"('a4805f1e-1a0f-4efe-be96-ce4593566065', 'dd37c1b3-cef0-4775-8c18-6f88cce126dc')","['f14450724177197658602d79c0', 'f16339967610528649494d74c0', 'f14082133069311284593d75c0', 'f12988016729482852970d73c0', 'f16889685972953721929d73c0']","['f14450724177197658602d75c0', 'f16339967610528649494d71c0', 'f14082133069311284593d72c0', 'f12988016729482852970d69c0', 'f16889685972953721929d69c0']","[1468932879.647563, 1468932881.308716, 1468932881.641084, 1468932881.973474, 1468932882.305098]","['14450724177197658602', '16339967610528649494', '14082133069311284593', '12988016729482852970', '16889685972953721929']",0,y,n,,,,
292dbdfb-9cf3-41e9-9372-4b677f45b7ec,292dbdfb-9cf3-41e9-9372-4b677f45b7ec.mp4,"('da353cc4-38be-4457-9bd7-6a6e8bdaaeea', 'fe623467-e7eb-47ef-9ff2-481e730641dc')","['f9408873082614681900d94c0', 'f18211764265628914872d96c0', 'f9579500762715902770d95c0', 'f11522887469951270288d91c0', 'f15979544722773582653d95c0', 'f14898903552215585638d97c0', 'f9230993994403575912d96c0', 'f10383775342390049857d92c0', 'f12169646288293772950d95c0', 'f13660714204238248308d96c0', 'f18040851676883890424d94c0', 'f9488441174125020946d95c0', 'f11062815405582067023d93c0', 'f11842491632594081678d91c0', 'f10207657983919137513d94c0', 'f9960931650101539119d95c0']","['f9408873082614681900d90c0', 'f18211764265628914872d92c0', 'f9579500762715902770d91c0', 'f11522887469951270288d86c0', 'f15979544722773582653d90c0', 'f14898903552215585638d92c0', 'f9230993994403575912d90c0', 'f10383775342390049857d87c0', 'f12169646288293772950d91c0', 'f13660714204238248308d92c0', 'f18040851676883890424d90c0', 'f9488441174125020946d92c0', 'f11062815405582067023d91c0', 'f11842491632594081678d89c0', 'f10207657983919137513d92c0', 'f9960931650101539119d94c0']","[1468933574.623023, 1468933574.955442, 1468933575.287353, 1468933575.61946, 1468933575.951744, 1468933576.283895, 1468933576.616116, 1468933576.948585, 1468933577.280747, 1468933577.612849, 1468933577.94515, 1468933578.277405, 1468933578.60954, 1468933578.941681, 1468933579.27382, 1468933579.605988]","['9408873082614681900', '18211764265628914872', '9579500762715902770', '11522887469951270288', '15979544722773582653', '14898903552215585638', '9230993994403575912', '10383775342390049857', '12169646288293772950', '13660714204238248308', '18040851676883890424', '9488441174125020946', '11062815405582067023', '11842491632594081678', '10207657983919137513', '9960931650101539119']",0,y,n,,,,
da043af9-af25-4b71-b84b-03dc688312d3,da043af9-af25-4b71-b84b-03dc688312d3.mp4,"('da353cc4-38be-4457-9bd7-6a6e8bdaaeea', 'fe623467-e7eb-47ef-9ff2-481e730641dc')","['f13733959239681532375d93c0', 'f15817173578408418049d94c0', 'f9474746113340752087d94c0', 'f14516445872597465718d94c0', 'f11247452314784237990d91c0', 'f18015149432871790927d89c0', 'f15094415985391432910d92c0', 'f17206423646525597375d90c0', 'f17710348843021273472d94c0']","['f13733959239681532375d87c0', 'f15817173578408418049d84c0', 'f9474746113340752087d84c0', 'f14516445872597465718d84c0', 'f11247452314784237990d83c0', 'f18015149432871790927d81c0', 'f15094415985391432910d84c0', 'f17206423646525597375d82c0', 'f17710348843021273472d85c0']","[1468933594.887596, 1468933595.219733, 1468933595.55202, 1468933595.884198, 1468933596.216426, 1468933596.548747, 1468933596.880923, 1468933597.212968, 1468933597.545491]","['13733959239681532375', '15817173578408418049', '9474746113340752087', '14516445872597465718', '11247452314784237990', '18015149432871790927', '15094415985391432910', '17206423646525597375', '17710348843021273472']",0,y,n,,,,
b364fb43-8055-4353-a012-19554e6e0044,b364fb43-8055-4353-a012-19554e6e0044.mp4,"('da353cc4-38be-4457-9bd7-6a6e8bdaaeea', 'a366a6e0-679e-4907-9304-781150cbbddb')","['f17558759882239145227d69c0', 'f17231738811313891333d69c0', 'f9859633069995180118d70c0', 'f10730276200906912097d69c0', 'f15213779694083424236d70c0', 'f17778768842701622182d70c0', 'f12903043325444528845d69c0', 'f10101216920147869535d70c0']","['f17558759882239145227d66c0', 'f17231738811313891333d65c0', 'f9859633069995180118d67c0', 'f10730276200906912097d66c0', 'f15213779694083424236d66c0', 'f17778768842701622182d64c0', 'f12903043325444528845d64c0', 'f10101216920147869535d64c0']","[1468933332.776747, 1468933333.109305, 1468933333.441416, 1468933333.773728, 1468933334.106051, 1468933334.437984, 1468933334.770394, 1468933335.10257]","['17558759882239145227', '17231738811313891333', '9859633069995180118', '10730276200906912097', '15213779694083424236', '17778768842701622182', '12903043325444528845', '10101216920147869535']",0,y,n,,,,
ec086aa6-6a79-46d2-9185-e686c5fc3e5f,ec086aa6-6a79-46d2-9185-e686c5fc3e5f.mp4,"('da353cc4-38be-4457-9bd7-6a6e8bdaaeea', '499b4252-0e96-4946-9774-9ff864850677')","['f15631392135271979414d65c0', 'f15142121489334734813d66c0', 'f9432023446048173349d65c0', 'f16191394342089158798d65c0', 'f17636527871587123946d68c0', 'f12535965581661595017d69c0', 'f15174593605137416703d66c0', 'f16355257633974069786d67c0', 'f14706452828884909601d63c0', 'f10147124243429061155d67c0', 'f14306374162065914641d65c0', 'f11854387745655358870d67c0', 'f9535748485741243288d65c0', 'f14122964848404542123d69c0', 'f16675629914671402619d69c0', 'f12163112696060620755d68c0']","['f15631392135271979414d63c0', 'f15142121489334734813d65c0', 'f9432023446048173349d62c0', 'f16191394342089158798d62c0', 'f17636527871587123946d65c0', 'f12535965581661595017d67c0', 'f15174593605137416703d63c0', 'f16355257633974069786d64c0', 'f14706452828884909601d60c0', 'f10147124243429061155d64c0', 'f14306374162065914641d62c0', 'f11854387745655358870d65c0', 'f9535748485741243288d63c0', 'f14122964848404542123d68c0', 'f16675629914671402619d67c0', 'f12163112696060620755d67c0']","[1468933482.934037, 1468933483.266125, 1468933483.598518, 1468933483.930549, 1468933484.262782, 1468933484.595174, 1468933484.927087, 1468933485.259376, 1468933485.591282, 1468933485.923842, 1468933486.256084, 1468933486.588188, 1468933486.920229, 1468933487.252638, 1468933487.584402, 1468933487.917132]","['15631392135271979414', '15142121489334734813', '9432023446048173349', '16191394342089158798', '17636527871587123946', '12535965581661595017', '15174593605137416703', '16355257633974069786', '14706452828884909601', '10147124243429061155', '14306374162065914641', '11854387745655358870', '9535748485741243288', '14122964848404542123', '16675629914671402619', '12163112696060620755']",0,y,n,,,,
b570bbfe-b645-4e86-b3a8-d5d4ed699b0a,b570bbfe-b645-4e86-b3a8-d5d4ed699b0a.mp4,"('c45f1f8f-5958-41fc-a732-33aec2550ee8', '290630b6-0b35-4f76-a0f6-430adb44e0fc')","['f15060070920435443542d74c0', 'f17089166559972715268d74c0', 'f16621381845874714565d74c0']","['f15060070920435443542d75c0', 'f17089166559972715268d78c0', 'f16621381845874714565d78c0']","[1468932291.975005, 1468932292.307156, 1468932294.300374]","['15060070920435443542', '17089166559972715268', '16621381845874714565']",0,y,n,,,,
